case,Pre Buyout Disclosure Declaration Date,date,amount,Unknown Amount,Other Consideration,tenants,address,zip,Supervisor District,neighborhood,lon,lat,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B171754,7/5/17,10/17/17,70000,,TRUE,2,4330 20th Street,94114,8,Castro/Upper Market,-122.43594109499404,37.75767575439621,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B151378,6/3/15,8/31/15,70000,,TRUE,2,2267 15th Street,94114,8,Castro/Upper Market,-122.43473309167375,37.76572285514661,100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B182403,8/13/18,4/2/19,71533,,,3,2356 15th Street,94114,8,Castro/Upper Market,-122.43642049748884,37.7657295650017,100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B181748,6/4/18,7/24/18,75000,,,2,20 Hancock Street,94114,8,Castro/Upper Market,-122.42875431177853,37.76052314670915,100,52,3,5,5,3,4,5,2,"28,862",1,,,,52
B160275,1/29/16,5/19/16,75000,,,2,53 Douglass Street,94114,8,Castro/Upper Market,-122.43949137095915,37.762830004292866,100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B152900,10/21/15,9/19/19,75000,,TRUE,1,140 Noe Street,94114,8,Castro/Upper Market,-122.43342836767269,37.76681207143795,100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B162925,9/15/16,11/23/16,75000,,,2,3828 18th Street,94114,8,Castro/Upper Market,-122.42903521211905,37.76130925125258,100,37,3,5,5,3,4,5,8,"28,862",1,,,,37
B190254,2/5/19,6/20/19,77467,,,1,158 Alpine Terrace,94117,8,Castro/Upper Market,-122.43745267579057,37.76797966485345,100,112,7,5,5,3,5,5,15,"29,492",1,,,,112
B172806,11/7/17,2/8/18,77700,,,1,4781 18th Street,94114,8,Castro/Upper Market,-122.44430730096937,37.759730059779784,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B190974,5/2/19,8/20/19,80000,,,2,959 14th Street,94114,8,Castro/Upper Market,-122.43471546539982,37.76733341570687,100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B170253,2/9/17,6/19/17,81435,,,2,676 Castro Street,94114,8,Castro/Upper Market,-122.43481739936973,37.75807351678898,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B153001,10/30/15,4/20/16,86940,,,1,22 Museum Way,94114,8,Castro/Upper Market,-122.44104706279792,37.765060711562306,100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B180206,1/25/18,7/5/18,87030,,,2,168 corbett Avenue,94114,8,Castro/Upper Market,-122.44213886574505,37.761736195550235,100,115,7,5,5,3,5,5,15,"28,862",1,,,,115
B170169,1/25/17,5/22/17,87500,,,1,249 Eureka Street,94114,8,Castro/Upper Market,-122.43798143520772,37.75831615453037,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B170168,1/25/17,5/22/17,87936,,,1,249 Eureka Street,94114,8,Castro/Upper Market,-122.43798143520772,37.75831615453037,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B191734,7/10/19,11/27/19,95000,,,2,128 Henry Street,94114,8,Castro/Upper Market,-122.43401208135475,37.766681695935745,100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B181407,5/1/18,10/8/19,95000,,,1,3937 17TH Street,94114,8,Castro/Upper Market,-122.43377533380243,37.76251885459336,100,38,3,5,5,3,4,5,15,"28,862",1,,,,38
B172791,11/1/17,1/4/18,100000,,TRUE,2,14 Walter Street,94114,8,Castro/Upper Market,-122.43252219866162,37.76899654605608,100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B172398,9/20/17,4/5/18,100000,,,1,2 Rayburn Street,94114,8,Castro/Upper Market,-122.43192630315816,37.75703130689179,100,52,3,5,5,3,4,5,2,"28,862",1,,,,52
B170616,3/8/17,8/21/17,106440,,,1,3470 16th Street,94114,8,Castro/Upper Market,-122.43024914267025,37.764472632619416,100,37,3,5,5,3,4,5,8,"28,862",1,,,,37
B191651,7/10/19,11/27/19,110000,,,3,126 Henry Street,94114,8,Castro/Upper Market,-122.43396956610826,37.76668426902916,100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B151372,6/2/15,12/7/15,112794,,TRUE,2,138 Lower Terrace,94114,8,Castro/Upper Market,-122.44241057313148,37.763321631583885,100,112,7,5,5,3,5,5,15,"28,862",1,,,,112
B180497,2/14/18,8/6/18,125000,,,2,17 States Street,94114,8,Castro/Upper Market,-122.43588001883543,37.76337591435919,100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B191150,5/17/19,8/28/19,150000,,TRUE,1,263 Eureka Street,94114,8,Castro/Upper Market,-122.43796085765818,37.75810103737789,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B180498,2/14/18,11/18/18,200000,,TRUE,2,17 States Street,94114,8,Castro/Upper Market,-122.43588001883543,37.76337591435919,100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B191304,6/10/19,10/28/19,200000,,,3,4407 18th Street,94114,8,Castro/Upper Market,-122.43836708268636,37.760636753523805,100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B151965,7/24/15,7/24/15,2000,,,2,2 Emery Lane,94133,3,Chinatown,-122.40958641442104,37.79849904527831,100,106,6,3,6,4,1,10,3,308,2,,,,106
B180044,1/4/18,5/10/18,5000,,,1,737 Green Street,94133,3,Chinatown,-122.41128187040883,37.79917329440903,100,107,6,3,6,4,1,10,3,308,2,,,,107
B181770,,5/25/18,10085,,,1,737 Green Street,94133,3,Chinatown,-122.41128187040883,37.79917329440903,100,107,6,3,6,4,1,10,3,308,2,,,,107
B180504,2/15/18,4/3/18,11000,,,1,124 Waverly Place,94108,3,Chinatown,-122.40681282913125,37.794440518572,100,104,6,3,6,4,1,10,3,"28,857",2,,,,104
B172201,8/29/17,11/20/17,20000,,,3,51 John Street,94133,3,Chinatown,-122.41082733919184,37.795903005479865,100,16,6,3,6,4,1,10,3,308,2,,,,16
B191949,,8/12/19,23268,,,2,18 Wayne Place,94133,3,Chinatown,-122.4108789183277,37.796610989952846,100,107,6,3,6,4,1,10,3,308,2,,,,107
B160274,1/29/16,4/26/16,28000,,TRUE,1,959 Jackson Street,94108,3,Chinatown,-122.4108081224302,37.795452845034326,100,16,6,3,6,4,1,10,3,"28,857",2,,,,16
B151443,,6/9/15,35000,,TRUE,1,6 Doric Alley,94108,3,Chinatown,-122.41095590012118,37.795131624251155,100,16,6,3,6,4,1,10,3,"28,857",2,,,,16
B151550,,6/24/15,38000,,TRUE,2,796 Green Street,94133,3,Chinatown,-122.41226119625406,37.79916079147148,100,107,6,3,6,4,1,10,3,308,2,,,,107
B182392,8/8/18,10/2/18,45000,,,1,836 Vallejo Street,94133,3,Chinatown,-122.41109567551207,37.798354031331144,100,107,6,3,6,4,1,10,3,308,2,,,,107
B182632,9/11/18,10/30/18,45878,,TRUE,1,4 Card Alley,94133,3,Chinatown,-122.40896484615871,37.79909156886539,100,106,6,3,6,4,1,10,3,308,2,,,,106
B162666,8/17/16,12/29/17,285000,,,1,740 Green Street,94133,3,Chinatown,-122.41134203848337,37.79927692929308,100,107,6,3,6,4,1,10,3,308,2,,,,107
B181718,5/30/18,7/19/18,1000,,,1,654 Lisbon Street,94112,11,Excelsior,-122.436674641172,37.7180718604941,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B151903,7/20/15,9/8/15,1750,,,1,170 Rolph Street,94112,11,Excelsior,-122.43890316638871,37.71450052594954,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B172279,8/30/17,11/7/17,3250,,TRUE,1,743 Avalon Avenue,94112,11,Excelsior,-122.42653484309882,37.725033849488554,100,90,9,1,7,5,7,6,9,"28,861",1,,,,90
B191260,6/6/19,8/2/19,6000,,,4,272 Oxford Street,94134,9,Excelsior,-122.41960379398093,37.72649187333448,100,92,9,2,7,5,7,7,9,309,2,,,,92
B172855,9/14/17,11/8/17,6300,,,1,147 Maynard Street,94112,11,Excelsior,-122.42722874152116,37.72939682871826,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B173039,12/6/17,1/17/18,6500,,TRUE,1,147 Maynard Street,94112,11,Excelsior,-122.42722874152116,37.72939682871826,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B190735,3/28/19,5/24/19,6980,,TRUE,1,207 Russia Avenue,94112,11,Excelsior,-122.4354922556106,37.72084568465027,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B153504,12/31/15,3/15/16,7301,,TRUE,1,68 Newton Street,94112,11,Excelsior,-122.43884606977336,37.713685164845785,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B172207,8/30/17,10/18/17,7500,,,1,1185 Naples Street,94112,11,Excelsior,-122.43766276272507,37.71203923808071,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B172206,8/30/17,10/20/17,7500,,,1,1185 Naples Street,94112,11,Excelsior,-122.43766276272507,37.71203923808071,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B172209,8/30/17,10/18/17,7500,,,1,1185 Naples Street,94112,11,Excelsior,-122.43766276272507,37.71203923808071,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B172208,8/30/17,10/25/17,7500,,,1,1185 Naples Street,94112,11,Excelsior,-122.43766276272507,37.71203923808071,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B191517,6/25/19,11/22/19,9500,,,1,150 London Street,94112,11,Excelsior,-122.43239503755932,37.72661023036147,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B170246,2/7/17,4/12/17,9960,,,2,799 athens Street,94112,11,Excelsior,-122.43304834663894,37.7154466713749,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B163181,9/30/16,12/2/16,10000,,,3,721 Rolph Street,94112,11,Excelsior,-122.43165683864709,37.71178673583552,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B162270,6/30/16,9/26/16,10000,,,1,55 Stoneybrook Avenue,94112,11,Excelsior,-122.42181595674464,37.72998990710194,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B192971,11/4/19,12/23/19,11634,,,1,623 Athens Street,94112,11,Excelsior,-122.43101508429825,37.71813234281342,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B161202,3/28/16,5/19/16,11780,,,2,165 Pope Street,94112,11,Excelsior,-122.44074812999234,37.713126944076315,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B172872,11/13/17,11/15/17,12562,,,2,566 London Street,94112,11,Excelsior,-122.43723566412953,37.720208356489735,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B172200,8/29/17,10/17/17,12600,,,2,147 Maynard Street,94112,11,Excelsior,-122.42722874152116,37.72939682871826,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B151750,7/10/15,8/14/15,13000,,,2,138 Trumbull Street,94112,11,Excelsior,-122.42751209440756,37.730784016085984,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B182691,9/24/18,12/31/18,13700,,TRUE,1,94 Ney Street,94112,11,Excelsior,-122.42846010604325,37.729965239165175,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B162480,7/1/16,8/30/16,14880,,,2,434 Moscow Street,94112,11,Excelsior,-122.4281303534322,37.72074010588314,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B181830,,6/15/18,15000,,,1,147 Maynard Street,94112,11,Excelsior,-122.42722874152116,37.72939682871826,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B151998,7/31/15,9/25/15,17000,,,2,751 Madrid Street,94112,11,Excelsior,-122.43570906836564,37.71769222432813,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B181026,3/30/18,6/13/18,18000,,,13,700 London Street,94112,11,Excelsior,-122.43886992053169,37.71811709644824,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B180211,1/29/18,7/12/18,18000,,,2,566 London Street,94112,11,Excelsior,-122.43723566412953,37.720208356489735,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B192066,8/20/19,12/6/19,19000,,,1,73 Maynard Street,94112,11,Excelsior,-122.4290008863287,37.72930731941565,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B162056,6/13/16,8/17/16,19586,,,2,5811 Mission Street,94112,11,Excelsior,-122.45067733953746,37.70943248451739,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B153059,11/3/15,3/11/16,20000,,,2,647 Vienna Street,94112,11,Excelsior,-122.4320895848655,37.718159670403764,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B151566,6/30/15,8/20/15,20000,,,4,543 Athens Street,94112,11,Excelsior,-122.43006336733802,37.719391681531164,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B150606,3/23/15,5/11/15,21000,,,7,273 Munich Street,94112,11,Excelsior,-122.42645464654203,37.72128258210153,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B190986,9/24/18,4/24/19,22092,,TRUE,2,94 Ney Street,94112,11,Excelsior,-122.42846010604325,37.729965239165175,100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B162052,6/13/16,1/25/17,22597,,,6,434 Moscow Street,94112,11,Excelsior,-122.4281303534322,37.72074010588314,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B151457,,6/4/15,25000,,,1,330 Russia Avenue,94112,11,Excelsior,-122.43457964941264,37.72028136524678,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B191737,7/15/19,11/7/19,27500,,,6,274 Naples Street,94112,11,Excelsior,-122.42860964719704,37.72439454263314,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B191361,,6/13/19,28000,,,4,217 Vienna Street,94112,11,Excelsior,-122.42707865838283,37.72484180834243,100,90,9,1,7,5,7,6,9,"28,861",1,,,,90
B153182,11/16/15,8/16/17,28239,,,3,1662 Geneva Avenue,94112,11,Excelsior,-122.42823740865977,37.71170253819398,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B151985,7/31/15,9/25/15,29000,,TRUE,2,751 Madrid Street,94112,11,Excelsior,-122.43570906836564,37.71769222432813,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B170734,3/20/17,6/27/17,30000,,,3,515 Rolph Street,94112,11,Excelsior,-122.43328183019092,37.71210529523863,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B190971,4/26/19,6/21/19,30000,,TRUE,1,141 Paris Street,94112,11,Excelsior,-122.43136948268682,37.72630761240338,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B163631,11/17/16,7/20/17,30000,,,4,325 Rolph Street,94112,11,Excelsior,-122.43607436875955,37.713357294270786,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B162927,9/15/16,12/8/16,30000,,,8,712 Brazil Avenue,94112,11,Excelsior,-122.4291797538824,37.72192711151652,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B153060,11/3/15,12/4/17,30000,,,2,647 Vienna Street,94112,11,Excelsior,-122.4320895848655,37.718159670403764,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B163630,11/17/16,6/30/17,32000,,,6,325 rolph Street,94112,11,Excelsior,-122.43607436875955,37.713357294270786,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B182507,8/21/18,10/30/18,33500,,TRUE,1,272 Guttenberg Street,94112,11,Excelsior,-122.44292428444957,37.70963493190468,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B170632,3/13/17,5/23/17,35000,,,4,721 Rolph Street,94112,11,Excelsior,-122.43165683864709,37.71178673583552,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B182005,7/6/18,11/30/18,35369,,,1,47 Stoneyford Avenue,94112,9,Excelsior,-122.42094921535816,37.73033734758415,100,94,9,2,7,5,7,7,9,"28,861",2,,,,94
B153000,10/29/15,1/19/16,40000,,,1,542 London Street,94112,11,Excelsior,-122.43696536098001,37.72056740693989,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B180110,1/11/18,12/4/18,40000,,,1,679 Athens Street,94112,11,Excelsior,-122.4316460556924,37.71729767743665,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B171249,5/12/17,8/22/17,44031,,,4,357 Rolph Street,94112,11,Excelsior,-122.43561775813535,37.71315257260574,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B151517,,6/17/15,45000,,,3,332 Russia Avenue,94112,11,Excelsior,-122.43456430536622,37.72027403508521,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B153123,12/15/15,5/17/16,47000,,TRUE,5,420 Naples Street,94112,11,Excelsior,-122.43035992558993,37.722089175928325,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B182002,7/6/18,5/21/19,49418,,,2,47 Stoneyford Avenue,94112,9,Excelsior,-122.42094921535816,37.73033734758415,100,94,9,2,7,5,7,7,9,"28,861",2,,,,94
B170555,3/7/17,6/5/17,50000,,,1,105 EDINBURGH Street,94112,11,Excelsior,-122.42733676583445,37.7273276643643,100,90,9,1,7,5,7,6,9,"28,861",1,,,,90
B163463,11/1/16,7/3/17,56600,,TRUE,2,1060 Prague Street,94112,11,Excelsior,-122.43786013858451,37.71016262158569,100,58,9,1,7,5,7,6,9,"28,861",2,,,,58
B170870,4/4/17,9/20/17,64000,,,3,578 Naples Street,94112,11,Excelsior,-122.43219584194776,37.719677191949394,100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B171687,6/23/17,9/12/17,75000,,,4,160 harvard Street,94134,9,Excelsior,-122.42114004641404,37.72756931479981,100,92,9,2,7,5,7,7,9,309,2,,,,92
B172956,11/27/17,1/31/18,138000,,TRUE,2,416 Bryant Street,94107,6,Financial District/South Beach,-122.39407687318975,37.78280820627384,100,32,1,10,8,6,2,9,6,"28,856",1,,,,32
B170633,3/13/17,6/9/17,9782,,,2,291 Whitney Street,94131,8,Glen Park,-122.4275445330956,37.73736420980248,100,59,9,5,10,7,7,5,2,63,1,,,,59
B170256,2/9/17,9/25/17,10477,,TRUE,1,435 Laidley Street,94131,8,Glen Park,-122.42994490454818,37.736585796130704,100,59,9,5,10,7,7,5,2,63,1,,,,59
B190514,3/13/19,5/30/19,12200,,,3,21 Whitney Street,94131,8,Glen Park,-122.42777324370732,37.741503934605745,100,59,9,5,10,7,7,5,2,63,1,,,,59
B182052,7/11/18,10/29/18,20000,,,2,23 Laidley Street,94131,8,Glen Park,-122.4317610318752,37.741446947320014,100,59,9,5,10,7,7,5,2,63,1,,,,59
B162565,8/10/16,5/5/17,27000,,,1,131 Charles Street,94131,8,Glen Park,-122.42581944191082,37.73836896148615,100,59,9,5,10,7,7,5,2,63,1,,,,59
B151904,7/21/15,9/23/15,27517,,,3,2776 Diamond Street,94131,8,Glen Park,-122.43381261806822,37.73493246093384,100,96,9,5,10,7,7,5,2,63,1,,,,96
B181311,4/25/18,6/22/18,30000,,TRUE,3,5517 Diamond Heights Boulevard,94131,8,Glen Park,-122.43602585810447,37.73963331576113,100,96,9,5,10,7,7,5,2,63,1,,,,96
B150702,4/1/15,7/16/15,34500,,TRUE,4,65 Lippard Avenue,94131,8,Glen Park,-122.43557629266442,37.73453497844756,100,96,9,5,10,7,7,5,2,63,1,,,,96
B151544,6/23/15,9/1/15,40000,,TRUE,1,1793 Sanchez Street,94131,8,Glen Park,-122.42869571953246,37.74029124462186,100,59,9,5,10,7,7,5,2,63,1,,,,59
B171864,7/21/17,1/30/18,56500,,,1,2780 Diamond Street,94131,8,Glen Park,-122.43383815660644,37.734861776696114,100,96,9,5,10,7,7,5,2,63,1,,,,96
B173036,,12/4/17,60000,,,1,288 Randall Street,94131,8,Glen Park,-122.42956372716647,37.74065993895614,100,59,9,5,10,7,7,5,2,63,1,,,,59
B181212,4/13/18,6/28/18,60000,,,2,319 Chenery Street,94131,8,Glen Park,-122.42793406580137,37.73700884893841,100,59,9,5,10,7,7,5,2,63,1,,,,59
B171301,5/15/17,8/13/19,70000,,,3,21 Brompton Avenue,94131,8,Glen Park,-122.43475206859742,37.73431713850503,100,96,9,5,10,7,7,5,2,63,1,,,,96
B181296,4/23/18,7/5/18,70000,,,2,350 Chenery Street,94131,8,Glen Park,-122.4284114407359,37.73684040619853,100,59,9,5,10,7,7,5,2,63,1,,,,59
B150807,4/10/15,7/20/15,74102,,,1,566 Chenery Street,94131,8,Glen Park,-122.43166027011245,37.73474539808103,100,96,9,5,10,7,7,5,2,63,1,,,,96
B162792,9/1/16,10/28/16,600,,,1,776 Stanyan Street,94117,5,Haight Ashbury,-122.45319607446412,37.76775321683293,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B172193,8/25/17,10/30/17,1620,,TRUE,1,1565 OAK Street,94117,5,Haight Ashbury,-122.44511626705479,37.77210763067582,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B153303,11/24/15,11/15/17,2850,,TRUE,2,62 Carmelita Street,94117,8,Haight Ashbury,-122.43428558811857,37.77034195597027,100,28,7,5,3,9,5,5,15,"29,492",1,,,,28
B191656,7/12/19,10/15/19,4914,,,1,807 Ashbury Street,94117,5,Haight Ashbury,-122.4464206726761,37.76706803850989,100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B171741,7/3/17,10/9/18,5000,,,1,1 scott Street,94117,8,Haight Ashbury,-122.4349794982066,37.76913354857364,100,28,7,5,3,9,5,5,15,"29,492",1,,,,28
B181423,5/7/18,5/21/18,7000,,,2,45 Belvedere Street,94117,5,Haight Ashbury,-122.44964030892017,37.76923625392733,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B162724,8/23/16,9/26/16,9000,,TRUE,3,1467 Waller Street,94117,5,Haight Ashbury,-122.44789180663795,37.768879113348596,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B170764,3/23/17,10/4/18,10000,,,1,748 Page Street,94117,5,Haight Ashbury,-122.43310956932051,37.77278596279801,100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B163925,12/19/16,11/9/17,12500,,,2,1923 Oak Street,94117,5,Haight Ashbury,-122.45099938414691,37.77136042526294,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B152076,8/7/15,8/7/15,14000,,TRUE,1,399 Steiner Street,94117,5,Haight Ashbury,-122.43235602073626,37.77279755455806,100,26,4,11,3,9,9,11,15,"29,492",1,,,,26
B153260,11/20/15,8/11/16,15000,,,2,880 Waller Street,94117,5,Haight Ashbury,-122.43826731252226,37.77021894749845,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B162049,6/13/16,7/20/17,17750,,TRUE,2,126 Baker Street,94117,5,Haight Ashbury,-122.44054389263319,37.77205363548458,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B172372,9/14/17,11/1/17,20000,,,1,857 Cole Street,94117,5,Haight Ashbury,-122.45012083234616,37.76619842548997,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B160272,1/28/16,3/22/16,20000,,,2,852 Clayton Street,94117,5,Haight Ashbury,-122.44771301136161,37.765811088265835,100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B191144,5/16/19,10/21/19,20939,,TRUE,2,546 Clayton Street,94117,5,Haight Ashbury,-122.44862370796297,37.77030488177695,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B180204,1/25/18,5/21/18,22103,,,1,99 Carmelita Street,94117,8,Haight Ashbury,-122.43448105807876,37.77061742510071,100,28,7,5,3,9,5,5,15,"29,492",1,,,,28
B192187,8/29/19,10/25/19,22200,,,4,131 Belvedere Street,94117,5,Haight Ashbury,-122.4494148049665,37.76813502434462,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B160098,,1/13/16,23000,,,1,255 Steiner Street,94117,5,Haight Ashbury,-122.43210828110833,37.7715681718539,100,26,4,11,3,9,9,11,15,"29,492",1,,,,26
B182011,7/9/18,12/4/18,24500,,,4,158 Beulah Street,94117,5,Haight Ashbury,-122.45249488775174,37.76745335897507,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B160152,1/15/16,4/15/16,25000,,,1,1237 Masonic Avenue,94117,5,Haight Ashbury,-122.44535685777646,37.76985119359618,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B161315,4/13/16,6/7/16,25000,,,4,909 Haight Street,94117,5,Haight Ashbury,-122.43722546883191,37.77119561478174,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B180743,3/13/18,3/13/18,25000,,,2,272 Downey Street,94117,5,Haight Ashbury,-122.44655617864925,37.764244120982426,100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B152313,8/27/15,10/2/15,25700,,,2,116 Frederick Street,94117,5,Haight Ashbury,-122.44533598442742,37.7674117634634,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B150602,3/18/15,7/10/15,26300,,,4,1781 Haight Street,94117,5,Haight Ashbury,-122.45163379428658,37.769359241397225,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B151982,,7/29/15,30000,,TRUE,2,956 Ashbury Street,94117,8,Haight Ashbury,-122.44581957606079,37.76478005469475,100,112,7,5,3,9,5,5,15,"29,492",1,,,,112
B190737,3/29/19,5/13/19,30000,,,1,275 Grattan Street,94117,5,Haight Ashbury,-122.4520488799319,37.76366525383399,100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B162919,9/13/16,3/24/17,30000,,,1,264 Downey Street,94117,5,Haight Ashbury,-122.44658255401714,37.76437333507567,100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B151560,6/25/15,10/9/15,30000,,,2,1555 Oak Street,94117,5,Haight Ashbury,-122.44495393900458,37.772128243336546,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B182614,9/11/18,2/28/19,34220,,TRUE,2,1264 Page Street,94117,5,Haight Ashbury,-122.44162737252599,37.77170431680374,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B152850,10/15/15,1/4/16,35000,,,2,35 Alpine Terrace,94117,8,Haight Ashbury,-122.43765979387047,37.7698109369188,100,112,7,5,3,9,5,5,15,"29,492",1,,,,112
B191045,,5/2/19,35000,,,1,737 Ashbury Street,94117,5,Haight Ashbury,-122.44668544592213,37.7683747217778,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
