period,airline,activity,count
201904,Air Pacific Limited dba Fiji Airways,Deplaned,3174
201506,Southwest Airlines,Enplaned,148140
201601,Air India Limited,Enplaned,2946
201601,KLM Royal Dutch Airlines,Deplaned,7204
201007,Sun Country Airlines,Enplaned,3915
201711,China Airlines,Enplaned,11135
201907,TAP Air Portugal,Deplaned,6150
201809,Korean Air Lines,Deplaned,13493
201604,SAS Airlines,Enplaned,6297
201802,Volaris Airlines,Enplaned,3244
201811,Singapore Airlines,Deplaned,12577
201101,JetBlue Airways,Enplaned,28047
201206,WestJet Airlines,Enplaned,7843
201706,Finnair,Deplaned,2875
201108,United Airlines - Pre 07/01/2013,Thru / Transit,12579
201504,Lufthansa German Airlines,Deplaned,21817
201511,Philippine Airlines,Enplaned,9733
201809,WestJet Airlines,Deplaned,9367
201007,Air Berlin,Deplaned,2620
201010,Aeromexico,Enplaned,3242
201111,Air New Zealand,Enplaned,6445
201203,Air China,Deplaned,6957
201404,Virgin Atlantic,Deplaned,10484
201301,Air China,Deplaned,7541
201404,All Nippon Airways,Enplaned,5380
201805,Frontier Airlines,Deplaned,8600
201908,American Airlines,Deplaned,167806
201610,"COPA Airlines, Inc.",Deplaned,4286
201007,Southwest Airlines,Enplaned,131154
201305,Air France,Enplaned,19369
201509,Air New Zealand,Deplaned,8676
201201,TACA,Deplaned,5885
201506,Sun Country Airlines,Enplaned,9964
201510,Air France,Deplaned,15190
201206,Korean Air Lines,Enplaned,6986
201701,British Airways,Enplaned,16715
201112,China Airlines,Enplaned,10731
201505,Lufthansa German Airlines,Enplaned,22847
201906,Aeromexico,Deplaned,16236
201807,Thomas Cook Airlines,Deplaned,4289
201503,TACA,Deplaned,5539
201605,Southwest Airlines,Deplaned,153869
201205,Alaska Airlines,Enplaned,39971
201008,Virgin America,Enplaned,105777
201605,Air Berlin,Enplaned,2041
201011,Air China,Deplaned,6586
201107,Air Canada,Enplaned,35206
201112,United Airlines - Pre 07/01/2013,Enplaned,572532
201702,Lufthansa German Airlines,Deplaned,16707
201109,US Airways,Deplaned,66541
201803,China Airlines,Deplaned,11948
201101,Horizon Air,Enplaned,6636
201411,China Airlines,Enplaned,10033
201907,El Al Israel Airlines LTD.,Deplaned,3423
201908,WestJet Airlines,Enplaned,13241
201003,US Airways,Deplaned,43313
201401,SkyWest Airlines,Deplaned,154941
201605,Sun Country Airlines,Deplaned,8126
201605,United Airlines,Thru / Transit,384
201809,American Airlines,Enplaned,150445
201210,Frontier Airlines,Enplaned,19292
201307,China Eastern,Deplaned,6565
201609,Emirates,Enplaned,10990
201007,Republic Airlines,Enplaned,6186
201908,Korean Air Lines,Enplaned,13606
201806,JetBlue Airways,Deplaned,72284
201906,Hong Kong Airlines Limited,Thru / Transit,368
201510,British Airways,Deplaned,22535
201902,China Airlines,Deplaned,8431
201206,American Airlines,Deplaned,139460
201701,Air France,Enplaned,8242
201704,Emirates,Enplaned,8721
201008,Aeromexico,Enplaned,3833
201305,British Airways,Enplaned,19193
201905,Air India Limited,Enplaned,7340
201905,KLM Royal Dutch Airlines,Deplaned,14903
201105,United Airlines - Pre 07/01/2013,Deplaned,549361
201601,All Nippon Airways,Deplaned,7389
201806,Cathay Pacific,Enplaned,24110
201601,Virgin Atlantic,Enplaned,10179
201609,EVA Airways,Enplaned,13696
201207,WestJet Airlines,Deplaned,8219
201704,Turkish Airlines,Enplaned,8435
201412,TACA,Enplaned,6018
201703,Swiss International,Deplaned,6786
201609,Turkish Airlines,Enplaned,8824
201711,SkyWest Airlines,Thru / Transit,75
201006,WestJet Airlines,Enplaned,4944
201103,US Airways,Deplaned,56921
201704,EVA Airways,Enplaned,16720
201406,Virgin America,Deplaned,181907
201008,Qantas Airways,Deplaned,4661
201708,Air France,Enplaned,23915
201903,Alaska Airlines,Deplaned,240694
201207,Korean Air Lines,Deplaned,8500
201607,Swiss International,Enplaned,10638
201006,Korean Air Lines,Enplaned,6889
201002,British Airways,Deplaned,12481
201909,China Eastern,Deplaned,9322
201605,Delta Air Lines,Enplaned,167546
201707,Korean Air Lines,Enplaned,16239
201609,Singapore Airlines,Deplaned,13130
201704,Singapore Airlines,Deplaned,13282
201906,Qantas Airways,Enplaned,11978
201507,WestJet Airlines,Enplaned,8247
201508,Air China,Enplaned,9745
201606,China Eastern,Enplaned,7301
201802,Lufthansa German Airlines,Deplaned,19015
201404,KLM Royal Dutch Airlines,Enplaned,10771
201707,WestJet Airlines,Enplaned,11686
201712,Air Canada,Deplaned,30541
201909,Iberia,Enplaned,6984
201403,Compass Airlines,Deplaned,35739
201001,China Airlines,Enplaned,11402
201901,Swiss International,Enplaned,7956
201402,China Eastern,Deplaned,4970
201610,Compass Airlines,Enplaned,20443
201507,Korean Air Lines,Enplaned,7174
201812,Asiana Airlines,Deplaned,7987
201502,Hawaiian Airlines,Deplaned,10924
201705,Hawaiian Airlines,Enplaned,16746
201406,Aeromexico,Deplaned,8848
201602,SAS Airlines,Deplaned,5106
201707,"COPA Airlines, Inc.",Deplaned,9204
201505,TACA,Enplaned,5067
201411,Emirates,Deplaned,8380
201503,Lufthansa German Airlines,Deplaned,23384
201906,Southwest Airlines,Thru / Transit,107
201803,Emirates,Enplaned,12620
201308,SkyWest Airlines,Enplaned,177188
201607,Hawaiian Airlines,Deplaned,16863
201809,Compass Airlines,Deplaned,21944
201702,TACA,Deplaned,4971
201304,Delta Air Lines,Deplaned,106838
201604,Cathay Pacific,Enplaned,17168
201204,Swissport USA,Thru / Transit,93
201001,EVA Airways,Deplaned,15627
201404,AirTran Airways,Enplaned,3925
201008,United Airlines,Enplaned,74587
201106,Philippine Airlines,Enplaned,11234
201307,US Airways,Deplaned,73551
201102,Delta Air Lines,Enplaned,87276
201703,Hawaiian Airlines,Enplaned,15321
201611,Delta Air Lines,Deplaned,140398
201704,China Airlines,Deplaned,9704
201502,Swiss International,Enplaned,4740
201906,United Airlines,Deplaned,1059592
201705,Swiss International,Deplaned,8537
201902,Emirates,Enplaned,11682
201208,American Airlines,Deplaned,141531
201310,British Airways,Deplaned,18665
201709,Volaris Airlines,Enplaned,3122
201209,United Airlines - Pre 07/01/2013,Thru / Transit,11944
201708,Frontier Airlines,Deplaned,28494
201904,Virgin Atlantic,Deplaned,11389
201904,All Nippon Airways,Enplaned,5150
201909,Thomas Cook Airlines,Deplaned,2161
201609,China Airlines,Deplaned,9213
201901,Hawaiian Airlines,Deplaned,17635
201309,Philippine Airlines,Enplaned,7106
201406,Aer Lingus,Deplaned,5426
201612,WOW Air,Deplaned,5031
201204,United Airlines - Pre 07/01/2013,Enplaned,539707
201001,Singapore Airlines,Enplaned,14678
201905,Icelandair EHF,Enplaned,3754
201202,Air New Zealand,Deplaned,6692
201511,China Eastern,Enplaned,5431
201402,US Airways,Deplaned,51793
201412,Lufthansa German Airlines,Enplaned,19086
201603,SkyWest Airlines,Deplaned,170918
201611,Southwest Airlines,Enplaned,157425
201701,Frontier Airlines,Deplaned,22310
201805,British Airways,Enplaned,20570
201209,SkyWest Airlines,Enplaned,171389
201301,Alaska Airlines,Enplaned,40057
201812,China Southern,Enplaned,9669
201906,Aer Lingus,Deplaned,8762
201908,"COPA Airlines, Inc.",Deplaned,7408
201210,Air France,Deplaned,12365
201304,Sun Country Airlines,Enplaned,2992
201203,Alaska Airlines,Enplaned,38339
201812,Japan Airlines,Enplaned,6483
201411,Singapore Airlines,Enplaned,12281
201902,EVA Airways,Enplaned,21387
201905,Air Pacific Limited dba Fiji Airways,Enplaned,3026
201403,American Airlines,Enplaned,120768
201406,United Airlines,Deplaned,825142
201902,Turkish Airlines,Enplaned,8646
201610,American Airlines,Deplaned,186068
201803,Singapore Airlines,Deplaned,13723
201807,Iberia,Enplaned,2844
201010,Air Canada,Deplaned,23827
201202,LAN Peru,Deplaned,2350
201611,Sun Country Airlines,Enplaned,6619
201604,JetBlue Airways,Deplaned,64861
201001,Emirates,Deplaned,9487
201802,TACA,Deplaned,5605
201803,Turkish Airlines,Enplaned,9765
201110,Mesa Airlines,Deplaned,4346
201807,China Eastern,Deplaned,10979
201902,Singapore Airlines,Deplaned,13035
201304,Southwest Airlines,Enplaned,131652
201411,EVA Airways,Deplaned,14821
201102,Southwest Airlines,Deplaned,106325
201406,Southwest Airlines,Thru / Transit,31
201803,EVA Airways,Enplaned,21565
201104,American Airlines,Deplaned,133156
201510,Frontier Airlines,Enplaned,28213
201809,"COPA Airlines, Inc.",Enplaned,8012
201107,Aeromexico,Deplaned,5072
201305,Frontier Airlines,Deplaned,16292
201610,WestJet Airlines,Enplaned,4828
201805,Air France,Enplaned,20346
201602,Cathay Pacific,Deplaned,19297
201712,Qantas Airways,Deplaned,9060
201707,Compass Airlines,Enplaned,27012
201212,TACA,Deplaned,5618
201112,EVA Airways,Deplaned,10903
201210,British Airways,Deplaned,19106
201507,Compass Airlines,Enplaned,36637
201005,Lufthansa German Airlines,Deplaned,17743
201711,Singapore Airlines,Enplaned,13204
201906,Air Canada,Enplaned,53186
201610,Korean Air Lines,Enplaned,9132
201106,US Airways,Enplaned,73977
201307,Philippine Airlines,Deplaned,12214
201004,Air New Zealand,Deplaned,6101
201306,Southwest Airlines,Deplaned,140791
201403,Korean Air Lines,Deplaned,5536
201706,Delta Air Lines,Deplaned,178538
201011,Alaska Airlines,Enplaned,38665
201008,Air Canada,Deplaned,34916
201811,China Airlines,Deplaned,8943
201205,Air China,Deplaned,7353
201309,US Airways,Enplaned,64784
201709,Lufthansa German Airlines,Deplaned,23010
201904,Air India Limited,Deplaned,8835
201904,KLM Royal Dutch Airlines,Enplaned,14586
201105,Emirates,Enplaned,9231
201711,EVA Airways,Deplaned,19391
201405,TACA,Deplaned,4969
201107,Virgin America,Deplaned,149530
201112,Singapore Airlines,Enplaned,13942
201806,SAS Airlines,Enplaned,7296
201104,Korean Air Lines,Enplaned,4674
201306,Sun Country Airlines,Deplaned,6134
201711,Turkish Airlines,Deplaned,8788
201706,Southwest Airlines,Enplaned,166887
201711,Emirates,Deplaned,11270
201105,EVA Airways,Enplaned,12376
201402,Philippine Airlines,Deplaned,11051
201706,Air Berlin,Deplaned,9654
201508,Alaska Airlines,Deplaned,74127
201712,Virgin America,Enplaned,248072
201010,United Airlines,Enplaned,68648
201407,SkyWest Airlines,Enplaned,158746
201410,Mesa Airlines,Enplaned,4678
201606,Philippine Airlines,Enplaned,13629
201204,China Airlines,Enplaned,8140
201612,Hawaiian Airlines,Enplaned,16132
201908,Compass Airlines,Enplaned,10537
201112,Emirates,Deplaned,9760
201208,Korean Air Lines,Enplaned,8028
201310,Air France,Deplaned,13977
201002,Frontier Airlines,Enplaned,10631
201607,WOW Air,Enplaned,6897
201706,Sun Country Airlines,Enplaned,10403
201105,Singapore Airlines,Deplaned,13059
201409,Japan Airlines,Deplaned,4942
201712,Aeromexico,Enplaned,17660
201406,Air Canada,Enplaned,40418
201909,Philippine Airlines,Deplaned,9004
201208,WestJet Airlines,Enplaned,7979
201504,TACA,Deplaned,5334
201903,Air China,Enplaned,9912
201703,WOW Air,Deplaned,7275
201306,Delta Air Lines,Enplaned,150059
201201,Lufthansa German Airlines,Deplaned,17769
201602,JetBlue Airways,Enplaned,61551
201806,Alaska Airlines,Enplaned,320233
201304,Frontier Airlines,Enplaned,14850
201102,Frontier Airlines,Deplaned,12454
201703,Air New Zealand,Enplaned,7628
201401,TACA,Deplaned,5791
201605,Air France,Enplaned,17944
201711,Virgin Atlantic,Deplaned,9294
201008,WestJet Airlines,Deplaned,8763
201711,All Nippon Airways,Enplaned,6613
201104,Air Canada,Enplaned,20869
201506,British Airways,Deplaned,20629
201010,American Airlines,Enplaned,148282
201006,Qantas Airways,Enplaned,4173
201908,Aeromexico,Deplaned,17380
201701,Sun Country Airlines,Deplaned,3827
201701,United Airlines,Thru / Transit,6
201903,Cathay Pacific,Deplaned,24404
201607,Air New Zealand,Deplaned,8948
201312,Japan Airlines,Enplaned,4514
201008,Korean Air Lines,Deplaned,8670
201308,Lufthansa German Airlines,Enplaned,24953
201906,Korean Air Lines,Enplaned,15440
201404,China Airlines,Enplaned,9590
201908,Hong Kong Airlines Limited,Thru / Transit,532
201403,Air Canada,Deplaned,22749
201707,Qantas Airways,Enplaned,8089
201712,Compass Airlines,Deplaned,30976
201112,Virgin Atlantic,Deplaned,7920
201610,Air Canada,Enplaned,39319
201112,All Nippon Airways,Enplaned,7381
201503,SkyWest Airlines,Deplaned,183333
201007,British Airways,Deplaned,20305
201906,WestJet Airlines,Enplaned,16127
201611,Frontier Airlines,Enplaned,26082
201701,Southwest Airlines,Deplaned,129931
201805,ABC Aerolineas S.A. de C.V. dba Interjet,Deplaned,1781
201901,Air New Zealand,Deplaned,7835
201904,French Bee,Thru / Transit,4363
201001,KLM Royal Dutch Airlines,Enplaned,5664
201708,Delta Air Lines,Enplaned,197095
201205,JetBlue Airways,Deplaned,43952
201707,Aeromexico,Deplaned,20679
201207,Virgin America,Enplaned,177583
201006,Virgin America,Deplaned,99205
201205,Cathay Pacific,Enplaned,21763
201406,WestJet Airlines,Enplaned,7245
201701,Delta Air Lines,Enplaned,100016
201708,Air Berlin,Enplaned,9328
201411,KLM Royal Dutch Airlines,Enplaned,5822
201608,China Eastern,Enplaned,6785
201202,Hawaiian Airlines,Deplaned,7774
201208,Air Canada,Enplaned,34086
201001,Northwest Airlines,Enplaned,39376
201708,Southwest Airlines,Deplaned,171524
201110,Asiana Airlines,Enplaned,7276
201507,Aeromexico,Deplaned,12726
201612,Jazz Aviation,Enplaned,2058
201406,Korean Air Lines,Enplaned,6670
201803,Air India Limited,Enplaned,6703
201803,KLM Royal Dutch Airlines,Deplaned,10520
201710,Japan Airlines,Deplaned,6526
201710,China Southern,Deplaned,8760
201903,JetBlue Airways,Enplaned,63381
201507,Virgin America,Deplaned,187851
201907,Japan Airlines,Deplaned,7273
201602,Air China,Enplaned,7731
201907,China Southern,Deplaned,10351
201412,SkyWest Airlines,Enplaned,154211
201603,Lufthansa German Airlines,Deplaned,21975
201707,Virgin America,Deplaned,241875
201902,Air India Limited,Enplaned,7193
201902,KLM Royal Dutch Airlines,Deplaned,7816
201905,China Airlines,Deplaned,9724
201207,Aeromexico,Enplaned,3173
201006,Aeromexico,Deplaned,3529
201908,Qantas Airways,Enplaned,11330
201209,Lufthansa German Airlines,Enplaned,22412
201508,SAS Airlines,Deplaned,7622
201801,British Airways,Enplaned,14601
201105,Virgin Atlantic,Enplaned,10882
201105,All Nippon Airways,Deplaned,5677
201708,Sun Country Airlines,Deplaned,10311
201708,United Airlines,Thru / Transit,1768
201811,Air Pacific Limited dba Fiji Airways,Enplaned,1542
201302,Japan Airlines,Deplaned,5062
201709,SkyWest Airlines,Deplaned,158534
201810,Japan Airlines,Enplaned,6768
201607,Jazz Aviation,Deplaned,2262
201004,Hawaiian Airlines,Deplaned,7254
201810,China Southern,Enplaned,10647
201305,Delta Air Lines,Enplaned,124144
201601,China Airlines,Deplaned,10049
201002,Southwest Airlines,Enplaned,95217
201711,Air India Limited,Deplaned,5553
201711,KLM Royal Dutch Airlines,Enplaned,8187
201510,Delta Air Lines,Deplaned,116955
201904,EVA Airways,Deplaned,25351
201610,United Airlines,Deplaned,866448
201811,Icelandair EHF,Enplaned,3703
201703,Jazz Aviation,Enplaned,2078
201903,Horizon Air,Enplaned,12710
201406,American Airlines,Deplaned,125511
201403,United Airlines,Enplaned,718590
201408,Asiana Airlines,Enplaned,7946
201904,Turkish Airlines,Deplaned,8700
201104,Southwest Airlines,Thru / Transit,178
201108,TACA,Enplaned,5402
201712,"COPA Airlines, Inc.",Enplaned,7844
201001,All Nippon Airways,Enplaned,6410
201001,Virgin Atlantic,Deplaned,7936
201805,Finnair,Enplaned,2641
201809,Qantas Airways,Deplaned,11515
201901,Jazz Aviation,Deplaned,6459
201501,TACA,Enplaned,6011
201706,Frontier Airlines,Enplaned,30358
201904,Singapore Airlines,Enplaned,12797
201311,Japan Airlines,Deplaned,3993
201509,Swiss International,Enplaned,6429
201112,KLM Royal Dutch Airlines,Enplaned,5237
201512,TACA,Enplaned,7314
201805,Hong Kong Airlines Limited,Deplaned,4562
201104,United Airlines,Deplaned,63675
201111,Swiss International,Deplaned,5338
201610,Southwest Airlines,Thru / Transit,33
201005,SkyWest Airlines,Deplaned,132527
201801,Air France,Enplaned,7779
201809,Aeromexico,Enplaned,10560
201208,Southwest Airlines,Thru / Transit,119
201808,China Eastern,Enplaned,9957
201205,Horizon Air,Deplaned,5496
201009,Swiss International,Enplaned,5574
201010,WestJet Airlines,Deplaned,5342
201803,Virgin Atlantic,Enplaned,11136
201803,All Nippon Airways,Deplaned,6801
201411,Virgin Atlantic,Deplaned,8243
201411,All Nippon Airways,Enplaned,6806
201612,Air New Zealand,Enplaned,7985
201605,British Airways,Enplaned,20100
201305,Sun Country Airlines,Deplaned,3928
201201,SkyWest Airlines,Deplaned,152916
201010,Korean Air Lines,Deplaned,6020
201506,Air France,Deplaned,21655
201510,Sun Country Airlines,Enplaned,6868
201008,American Airlines,Enplaned,148298
201101,Alaska Airlines,Deplaned,36552
201206,Aeromexico,Deplaned,2963
201208,United Airlines,Deplaned,170203
201204,AirTran Airways,Enplaned,14819
201105,KLM Royal Dutch Airlines,Deplaned,10516
201906,American Airlines,Deplaned,179867
201904,Emirates,Deplaned,14419
201808,Iberia,Deplaned,3496
201610,Aer Lingus,Deplaned,7395
201902,Virgin Atlantic,Enplaned,9291
201902,All Nippon Airways,Deplaned,6236
201206,Virgin America,Deplaned,167647
201306,Frontier Airlines,Deplaned,16200
201510,Southwest Airlines,Enplaned,155152
201410,Asiana Airlines,Deplaned,7547
201804,Philippine Airlines,Deplaned,13349
201407,Lufthansa German Airlines,Enplaned,24234
201610,Etihad Airways,Deplaned,4841
201002,Delta Air Lines,Deplaned,86258
201604,Air China,Deplaned,9427
201007,Air France,Deplaned,16795
201305,Southwest Airlines,Deplaned,140519
201012,US Airways,Enplaned,62735
201908,Air Canada,Enplaned,54953
201805,Southwest Airlines,Deplaned,167443
201310,Delta Air Lines,Deplaned,125318
201610,Virgin America,Deplaned,204904
201007,Frontier Airlines,Enplaned,17929
201611,Compass Airlines,Thru / Transit,36
201403,Virgin America,Enplaned,168059
201508,Cathay Pacific,Deplaned,22374
201611,British Airways,Deplaned,16398
201601,Emirates,Enplaned,11558
201211,Philippine Airlines,Deplaned,7185
201105,AirTran Airways,Deplaned,25074
201306,Air France,Enplaned,20076
201809,Aer Lingus,Enplaned,8068
201204,KLM Royal Dutch Airlines,Enplaned,10790
201104,Aeromexico,Deplaned,2832
201301,Horizon Air,Deplaned,5147
201405,SkyWest Airlines,Deplaned,152043
201011,JetBlue Airways,Deplaned,33514
201203,Horizon Air,Deplaned,5927
201009,Hawaiian Airlines,Deplaned,7222
201311,Asiana Airlines,Enplaned,5620
201805,Sun Country Airlines,Deplaned,8730
201805,United Airlines,Thru / Transit,21
201108,Lufthansa German Airlines,Enplaned,25158
201810,Asiana Airlines,Deplaned,7905
201806,Air China,Deplaned,8792
201107,Korean Air Lines,Enplaned,6771
201506,Frontier Airlines,Enplaned,26050
201302,Asiana Airlines,Enplaned,7027
201104,Virgin America,Deplaned,117648
201102,British Airways,Enplaned,12099
201501,Lufthansa German Airlines,Enplaned,19898
201406,Compass Airlines,Enplaned,40566
201808,Thomas Cook Airlines,Enplaned,3130
201107,WestJet Airlines,Enplaned,7753
201408,Japan Airlines,Deplaned,5621
201512,Lufthansa German Airlines,Enplaned,19524
201610,Aeromexico,Deplaned,10975
201212,SkyWest Airlines,Deplaned,168270
201304,British Airways,Deplaned,18490
201403,Aeromexico,Enplaned,8513
201303,US Airways,Enplaned,68120
201112,AirTran Airways,Enplaned,12218
201208,Aeromexico,Deplaned,3307
201801,Frontier Airlines,Deplaned,19873
201712,Korean Air Lines,Deplaned,12138
201602,Alaska Airlines,Deplaned,55612
201310,Sun Country Airlines,Enplaned,5658
